jns_karantina;komoditas;Satuan;Harga;komsat
I;Bulu Babi;ekor;70000;Bulu Babi/ekor
I;Bulu Babi;kilogram;70000;Bulu Babi/kilogram
I;Buntal;ekor;70000;Buntal/ekor
I;Buntal;kilogram;70000;Buntal/kilogram
I;Burung Laut;ekor;70000;Burung Laut/ekor
I;Burung Laut;kilogram;70000;Burung Laut/kilogram
I;Cacing;ekor;70000;Cacing/ekor
I;Cacing;kilogram;70000;Cacing/kilogram
I;Cacing Laut;kilogram;70000;Cacing Laut/kilogram
I;Cakalang;ekor;70000;Cakalang/ekor
I;Cakalang;kilogram;70000;Cakalang/kilogram
I;Calon Induk Ikan Mas;ekor;70000;Calon Induk Ikan Mas/ekor
I;Cangkang Kepiting;kilogram;70000;Cangkang Kepiting/kilogram
I;Cangkang Kerang;ekor;70000;Cangkang Kerang/ekor
I;Cangkang Kerang;gram;70000;Cangkang Kerang/gram
I;Cangkang Kerang;kilogram;70000;Cangkang Kerang/kilogram
I;Capit Kepiting;kilogram;70000;Capit Kepiting/kilogram
I;Capungan;ekor;70000;Capungan/ekor
I;Capungan;kilogram;70000;Capungan/kilogram
I;Carachins;ekor;70000;Carachins/ekor
I;Carachins;kilogram;70000;Carachins/kilogram
I;Carrageenan;kilogram;70000;Carrageenan/kilogram
I;Catfish;ekor;70000;Catfish/ekor
I;Catfish;kilogram;70000;Catfish/kilogram
I;Chaetodon;ekor;70000;Chaetodon/ekor
I;Chalceus;ekor;70000;Chalceus/ekor
I;Cherax;ekor;70000;Cherax/ekor
I;Cherax;kilogram;70000;Cherax/kilogram
I;Chitin;ekor;70000;Chitin/ekor
I;Chromis fish;ekor;70000;Chromis fish/ekor
I;Chromis fish;kilogram;70000;Chromis fish/kilogram
I;Cichlid;ekor;70000;Cichlid/ekor
I;Cichlid;kilogram;70000;Cichlid/kilogram
I;Cichlid geophagus;ekor;70000;Cichlid geophagus/ekor
I;Clown Fish;ekor;70000;Clown Fish/ekor
I;Coral;ekor;70000;Coral/ekor
I;Coral;kilogram;70000;Coral/kilogram
I;Corydoras;ekor;70000;Corydoras/ekor
I;Cumi-Cumi;gram;70000;Cumi-Cumi/gram
I;Cumi-Cumi;kilogram;70000;Cumi-Cumi/kilogram
I;Cupang;ekor;70000;Cupang/ekor
I;Cupang;kilogram;70000;Cupang/kilogram
I;Cupang Alam;ekor;70000;Cupang Alam/ekor
I;Daging Hiu;ekor;70000;Daging Hiu/ekor
I;Daging Hiu;kilogram;70000;Daging Hiu/kilogram
I;Daging Ikan Bulan-bulan;kilogram;70000;Daging Ikan Bulan-bulan/kilogram
I;Daging Kepiting;kilogram;70000;Daging Kepiting/kilogram
I;Daging Kodok;ekor;70000;Daging Kodok/ekor
I;Daging Kodok;kilogram;70000;Daging Kodok/kilogram
I;Dakocan;ekor;70000;Dakocan/ekor
I;Damsel;ekor;70000;Damsel/ekor
I;Damsel;kilogram;70000;Damsel/kilogram
I;Darter;ekor;70000;Darter/ekor
I;Decorus;ekor;70000;Decorus/ekor
I;Dian Fish;ekor;70000;Dian Fish/ekor
I;Dischistodus;ekor;70000;Dischistodus/ekor
I;Discus;ekor;70000;Discus/ekor
I;Doctor Fish;ekor;70000;Doctor Fish/ekor
I;Dottyback;ekor;70000;Dottyback/ekor
I;Dragon Fish;ekor;70000;Dragon Fish/ekor
I;Duboisi;ekor;70000;Duboisi/ekor
I;Ekor Kuning;ekor;70000;Ekor Kuning/ekor
I;Ekor Kuning;kilogram;70000;Ekor Kuning/kilogram
I;Ekor Merah;ekor;70000;Ekor Merah/ekor
I;Ekor Merah;kilogram;70000;Ekor Merah/kilogram
I;Emperor;ekor;70000;Emperor/ekor
I;Emperor;kilogram;70000;Emperor/kilogram
I;Fire Cleaner Shrimp;ekor;70000;Fire Cleaner Shrimp/ekor
I;Fire Cleaner Shrimp;kilogram;70000;Fire Cleaner Shrimp/kilogram
I;Fire Eel;ekor;70000;Fire Eel/ekor
I;Fire Eel;kilogram;70000;Fire Eel/kilogram
I;Fish Gelatin;kilogram;70000;Fish Gelatin/kilogram
I;Flying Fox;ekor;70000;Flying Fox/ekor
I;Foxface;ekor;70000;Foxface/ekor
I;Foxface;kilogram;70000;Foxface/kilogram
I;Frozen Alaska Pollack;kilogram;70000;Frozen Alaska Pollack/kilogram
I;Frozen Black Mouth;kilogram;70000;Frozen Black Mouth/kilogram
I;FROZEN EEL FILLET;kilogram;70000;FROZEN EEL FILLET/kilogram
I;Frozen ekor Kuning;kilogram;70000;Frozen ekor Kuning/kilogram
I;Frozen Rainbow Trout;kilogram;70000;Frozen Rainbow Trout/kilogram
I;Frozen Shark;kilogram;70000;Frozen Shark/kilogram
I;Gabus;ekor;70000;Gabus/ekor
I;Gabus;kilogram;70000;Gabus/kilogram
I;Gabus Hias;ekor;70000;Gabus Hias/ekor
I;Gandola;ekor;70000;Gandola/ekor
I;Garra Rufa;ekor;70000;Garra Rufa/ekor
I;Gelembung Renang;kilogram;70000;Gelembung Renang/kilogram
I;Gelodok;ekor;70000;Gelodok/ekor
I;Giant Trevally;ekor;70000;Giant Trevally/ekor
I;Giant Trevally;kilogram;70000;Giant Trevally/kilogram
I;Glass Catfish;ekor;70000;Glass Catfish/ekor
I;Glassy Tetra;ekor;70000;Glassy Tetra/ekor
I;Glassy Tetra;kilogram;70000;Glassy Tetra/kilogram
I;Goby;ekor;70000;Goby/ekor
I;Goby;kilogram;70000;Goby/kilogram
I;Golden Komet;ekor;70000;Golden Komet/ekor
I;Grass Carp;ekor;70000;Grass Carp/ekor
I;Grunter;ekor;70000;Grunter/ekor
I;Grunter;kilogram;70000;Grunter/kilogram
I;Gurame;ekor;70000;Gurame/ekor
I;Gurame;kilogram;70000;Gurame/kilogram
I;Gurame Hias;ekor;70000;Gurame Hias/ekor
I;Gurami Coklat;ekor;70000;Gurami Coklat/ekor
I;Gurita;box;70000;Gurita/box
I;Gurita;ekor;70000;Gurita/ekor
I;Gurita;gram;70000;Gurita/gram
I;Gurita;kilogram;70000;Gurita/kilogram
I;Hawkfish;ekor;70000;Hawkfish/ekor
I;Hdddock;kilogram;70000;Hdddock/kilogram
I;Hiu;ekor;70000;Hiu/ekor
I;Hiu;kilogram;70000;Hiu/kilogram
I;Ikan Air Tawar;ekor;70000;Ikan Air Tawar/ekor
I;Ikan Alga Eater;ekor;70000;Ikan Alga Eater/ekor
I;Ikan Alu-alu;ekor;70000;Ikan Alu-alu/ekor
I;Ikan Alu-alu;kilogram;70000;Ikan Alu-alu/kilogram
I;Ikan Anggoli;kilogram;70000;Ikan Anggoli/kilogram
I;Ikan Arut;kilogram;70000;Ikan Arut/kilogram
I;Ikan Arwana;ekor;70000;Ikan Arwana/ekor
I;Ikan Arwana;kilogram;70000;Ikan Arwana/kilogram
I;Ikan Asin;gram;70000;Ikan Asin/gram
I;Ikan Asin;kilogram;70000;Ikan Asin/kilogram
I;Ikan Ayam-ayam;ekor;70000;Ikan Ayam-ayam/ekor
I;Ikan Ayam-ayam;kilogram;70000;Ikan Ayam-ayam/kilogram
I;Ikan Badut;ekor;70000;Ikan Badut/ekor
I;Ikan Badut;kilogram;70000;Ikan Badut/kilogram
I;Ikan Bandeng;ekor;70000;Ikan Bandeng/ekor
I;Ikan Bandeng;gram;70000;Ikan Bandeng/gram
I;Ikan Bandeng;kilogram;70000;Ikan Bandeng/kilogram
I;Ikan Baronang;ekor;70000;Ikan Baronang/ekor
I;Ikan Baronang;kilogram;70000;Ikan Baronang/kilogram
I;Ikan Bawal;ekor;70000;Ikan Bawal/ekor
I;Ikan Bawal;kilogram;70000;Ikan Bawal/kilogram
I;Ikan Belanak;kilogram;70000;Ikan Belanak/kilogram
I;Ikan Betutu;ekor;70000;Ikan Betutu/ekor
I;Ikan Betutu;kilogram;70000;Ikan Betutu/kilogram
I;Ikan Bidadari;ekor;70000;Ikan Bidadari/ekor
I;Ikan Boraras;ekor;70000;Ikan Boraras/ekor
I;Ikan Botana;ekor;70000;Ikan Botana/ekor
I;Ikan Botia;ekor;70000;Ikan Botia/ekor
I;Ikan Botia;kilogram;70000;Ikan Botia/kilogram
I;Ikan Bulan-bulan;kilogram;70000;Ikan Bulan-bulan/kilogram
I;Ikan Bulu Ayam;ekor;70000;Ikan Bulu Ayam/ekor
I;Ikan Cakalang;gram;70000;Ikan Cakalang/gram
I;Ikan Cakalang;kilogram;70000;Ikan Cakalang/kilogram
I;Ikan Cendro;kilogram;70000;Ikan Cendro/kilogram
I;Ikan Cichlid;ekor;70000;Ikan Cichlid/ekor
I;Ikan Cobia;kilogram;70000;Ikan Cobia/kilogram
I;Ikan Cupang;ekor;70000;Ikan Cupang/ekor
I;Ikan Cupang;kilogram;70000;Ikan Cupang/kilogram
I;Ikan Damselfish Biru;ekor;70000;Ikan Damselfish Biru/ekor
I;Ikan Daun;ekor;70000;Ikan Daun/ekor
I;Ikan Dolar Perak;ekor;70000;Ikan Dolar Perak/ekor
I;Ikan Dolar Perak;kilogram;70000;Ikan Dolar Perak/kilogram
I;Ikan Domba Pacu;kilogram;70000;Ikan Domba Pacu/kilogram
I;Ikan Dori;ekor;70000;Ikan Dori/ekor
I;Ikan Duri;ekor;70000;Ikan Duri/ekor
I;Ikan Duri;kilogram;70000;Ikan Duri/kilogram
I;Ikan Ekor Kuning;ekor;70000;Ikan Ekor Kuning/ekor
I;Ikan Ekor Kuning;kilogram;70000;Ikan Ekor Kuning/kilogram
I;Ikan Gabus;ekor;70000;Ikan Gabus/ekor
I;Ikan Gabus;kilogram;70000;Ikan Gabus/kilogram
I;Ikan Gajah;ekor;70000;Ikan Gajah/ekor
I;Ikan Garing;ekor;70000;Ikan Garing/ekor
I;Ikan Garing;kilogram;70000;Ikan Garing/kilogram
I;Ikan Gebel;ekor;70000;Ikan Gebel/ekor
I;Ikan Gebel;kilogram;70000;Ikan Gebel/kilogram
I;Ikan Gerot-gerot;ekor;70000;Ikan Gerot-gerot/ekor
I;Ikan Gerot-gerot;kilogram;70000;Ikan Gerot-gerot/kilogram
I;Ikan Gindara;kilogram;70000;Ikan Gindara/kilogram
I;Ikan Goatfish;ekor;70000;Ikan Goatfish/ekor
I;Ikan Goatfish;kilogram;70000;Ikan Goatfish/kilogram
I;Ikan Gobies;ekor;70000;Ikan Gobies/ekor
I;Ikan Gobies;gram;70000;Ikan Gobies/gram
I;Ikan Gobies;kilogram;70000;Ikan Gobies/kilogram
I;Ikan Golok-golok;ekor;70000;Ikan Golok-golok/ekor
I;Ikan Golok-golok;kilogram;70000;Ikan Golok-golok/kilogram
I;Ikan Gulamah;ekor;70000;Ikan Gulamah/ekor
I;Ikan Gulamah;kilogram;70000;Ikan Gulamah/kilogram
I;Ikan Guntur;ekor;70000;Ikan Guntur/ekor
I;Ikan Guntur;kilogram;70000;Ikan Guntur/kilogram
I;Ikan Gupi;ekor;70000;Ikan Gupi/ekor
I;Ikan Guppy;ekor;70000;Ikan Guppy/ekor
I;Ikan Gurami;ekor;70000;Ikan Gurami/ekor
I;Ikan Gurami;kilogram;70000;Ikan Gurami/kilogram
I;Ikan Hias;ekor;70000;Ikan Hias/ekor
I;Ikan Hias;kilogram;70000;Ikan Hias/kilogram
I;Ikan Hias Air Laut;ekor;70000;Ikan Hias Air Laut/ekor
I;Ikan Hias Air Laut;gram;70000;Ikan Hias Air Laut/gram
I;Ikan Hias Air Laut;kilogram;70000;Ikan Hias Air Laut/kilogram
I;Ikan Hias Air Tawar;ekor;70000;Ikan Hias Air Tawar/ekor
I;Ikan Hias Air Tawar;gram;70000;Ikan Hias Air Tawar/gram
I;Ikan Hias Air Tawar;kilogram;70000;Ikan Hias Air Tawar/kilogram
I;Ikan Hias laut;ekor;70000;Ikan Hias laut/ekor
I;Ikan Hidup;ekor;70000;Ikan Hidup/ekor
I;Ikan Hiu;ekor;70000;Ikan Hiu/ekor
I;Ikan Jenggot;ekor;70000;Ikan Jenggot/ekor
I;Ikan Jenggot;kilogram;70000;Ikan Jenggot/kilogram
I;Ikan Kakap;ekor;70000;Ikan Kakap/ekor
I;Ikan Kakap;gram;70000;Ikan Kakap/gram
I;Ikan Kakap;kilogram;70000;Ikan Kakap/kilogram
I;Ikan Kakapan;ekor;70000;Ikan Kakapan/ekor
I;Ikan Kakapan;kilogram;70000;Ikan Kakapan/kilogram
I;Ikan Kakatua;ekor;70000;Ikan Kakatua/ekor
I;Ikan Kakatua;gram;70000;Ikan Kakatua/gram
I;Ikan Kakatua;kilogram;70000;Ikan Kakatua/kilogram
I;Ikan Kaneke;kilogram;70000;Ikan Kaneke/kilogram
I;Ikan Kapar (Selincah);ekor;70000;Ikan Kapar (Selincah)/ekor
I;Ikan Karang;ekor;70000;Ikan Karang/ekor
I;Ikan Karang;kilogram;70000;Ikan Karang/kilogram
I;Ikan Katamba;kilogram;70000;Ikan Katamba/kilogram
I;Ikan Kelinci;ekor;70000;Ikan Kelinci/ekor
I;Ikan Kelinci;kilogram;70000;Ikan Kelinci/kilogram
I;Ikan Kembung;gram;70000;Ikan Kembung/gram
I;Ikan Kembung;kilogram;70000;Ikan Kembung/kilogram
I;Ikan Kerapu;ekor;70000;Ikan Kerapu/ekor
I;Ikan Kerapu;gram;70000;Ikan Kerapu/gram
I;Ikan Kerapu;kilogram;70000;Ikan Kerapu/kilogram
I;Ikan Kipas;ekor;70000;Ikan Kipas/ekor
I;Ikan Kipas;kilogram;70000;Ikan Kipas/kilogram
I;Ikan Kko;ekor;70000;Ikan Kko/ekor
I;Ikan Koi;ekor;70000;Ikan Koi/ekor
I;Ikan Koi;kilogram;70000;Ikan Koi/kilogram
I;Ikan Kumpele;ekor;70000;Ikan Kumpele/ekor
I;Ikan Kumpele;kilogram;70000;Ikan Kumpele/kilogram
I;Ikan Kuning;ekor;70000;Ikan Kuning/ekor
I;Ikan Kuning;kilogram;70000;Ikan Kuning/kilogram
I;Ikan Kupu-kupu;ekor;70000;Ikan Kupu-kupu/ekor
I;Ikan Kurisi;ekor;70000;Ikan Kurisi/ekor
I;Ikan Kurisi;kilogram;70000;Ikan Kurisi/kilogram
I;Ikan Kuro;gram;70000;Ikan Kuro/gram
I;Ikan Kuro;kilogram;70000;Ikan Kuro/kilogram
I;Ikan Kuwe;ekor;70000;Ikan Kuwe/ekor
I;Ikan Kuwe;kilogram;70000;Ikan Kuwe/kilogram
I;Ikan Layang;gram;70000;Ikan Layang/gram
I;Ikan Layang;kilogram;70000;Ikan Layang/kilogram
I;Ikan Layur;gram;70000;Ikan Layur/gram
I;Ikan Layur;kilogram;70000;Ikan Layur/kilogram
I;Ikan Lele;kilogram;70000;Ikan Lele/kilogram
I;ikan lele bushynose/bristlenose;ekor;70000;ikan lele bushynose/bristlenose/ekor
I;ikan lele bushynose/bristlenose;kilogram;70000;ikan lele bushynose/bristlenose/kilogram
I;Ikan Lemon;ekor;70000;Ikan Lemon/ekor
I;Ikan Lemuru;gram;70000;Ikan Lemuru/gram
I;Ikan Lemuru;kilogram;70000;Ikan Lemuru/kilogram
I;Ikan Lencam;kilogram;70000;Ikan Lencam/kilogram
I;Ikan Lidah;ekor;70000;Ikan Lidah/ekor
I;Ikan Lidah;kilogram;70000;Ikan Lidah/kilogram
I;Ikan Mahi-mahi;kilogram;70000;Ikan Mahi-mahi/kilogram
I;Ikan Makarel;gram;70000;Ikan Makarel/gram
I;Ikan Makarel;kilogram;70000;Ikan Makarel/kilogram
I;Ikan Malabar danio;ekor;70000;Ikan Malabar danio/ekor
I;Ikan Malong;kilogram;70000;Ikan Malong/kilogram
I;Ikan Mandarin;ekor;70000;Ikan Mandarin/ekor
I;Ikan Manfish;ekor;70000;Ikan Manfish/ekor
I;Ikan Manyung;ekor;70000;Ikan Manyung/ekor
I;Ikan Manyung;kilogram;70000;Ikan Manyung/kilogram
I;Ikan Marlin;ekor;70000;Ikan Marlin/ekor
I;Ikan Marlin;kilogram;70000;Ikan Marlin/kilogram
I;Ikan Mas;ekor;70000;Ikan Mas/ekor
I;Ikan Mas;kilogram;70000;Ikan Mas/kilogram
I;Ikan mas koki;ekor;70000;Ikan mas koki/ekor
I;Ikan Molly;ekor;70000;Ikan Molly/ekor
I;Ikan Moonyfish;ekor;70000;Ikan Moonyfish/ekor
I;Ikan Nila;ekor;70000;Ikan Nila/ekor
I;Ikan Nila;kilogram;70000;Ikan Nila/kilogram
I;Ikan Otek;kilogram;70000;Ikan Otek/kilogram
I;Ikan Pacu;ekor;70000;Ikan Pacu/ekor
I;Ikan Pari;ekor;70000;Ikan Pari/ekor
I;Ikan Pari;kilogram;70000;Ikan Pari/kilogram
I;Ikan Pasir;ekor;70000;Ikan Pasir/ekor
I;Ikan Pasir;kilogram;70000;Ikan Pasir/kilogram
I;Ikan Patin;ekor;70000;Ikan Patin/ekor
I;Ikan Patin;kilogram;70000;Ikan Patin/kilogram
I;Ikan Pedang;ekor;70000;Ikan Pedang/ekor
I;Ikan Pelagis;ekor;70000;Ikan Pelagis/ekor
I;Ikan Pelagis;kilogram;70000;Ikan Pelagis/kilogram
I;Ikan Pelangi Sirip Benang;ekor;70000;Ikan Pelangi Sirip Benang/ekor
I;Ikan Pelangi Sirip Benang;kilogram;70000;Ikan Pelangi Sirip Benang/kilogram
I;Ikan Pensil;ekor;70000;Ikan Pensil/ekor
I;Ikan Pepija;gram;70000;Ikan Pepija/gram
I;Ikan Pepija;kilogram;70000;Ikan Pepija/kilogram
I;Ikan Pipa;ekor;70000;Ikan Pipa/ekor
I;Ikan Pipa;kilogram;70000;Ikan Pipa/kilogram
I;Ikan Pisang-pisang;ekor;70000;Ikan Pisang-pisang/ekor
I;Ikan Pisang-pisang;kilogram;70000;Ikan Pisang-pisang/kilogram
I;Ikan Platy;ekor;70000;Ikan Platy/ekor
I;Ikan Puput;kilogram;70000;Ikan Puput/kilogram
I;Ikan Rasbora;ekor;70000;Ikan Rasbora/ekor
I;Ikan Rasbora;kilogram;70000;Ikan Rasbora/kilogram
I;Ikan Rejung;kilogram;70000;Ikan Rejung/kilogram
I;Ikan Salmon;kilogram;70000;Ikan Salmon/kilogram
I;Ikan Sapi;ekor;70000;Ikan Sapi/ekor
I;Ikan Sarden;kilogram;70000;Ikan Sarden/kilogram
I;Ikan Saury;kilogram;70000;Ikan Saury/kilogram
I;Ikan Sebelah;kilogram;70000;Ikan Sebelah/kilogram
I;Ikan Selar;ekor;70000;Ikan Selar/ekor
I;Ikan Selar;kilogram;70000;Ikan Selar/kilogram
I;Ikan Selar Kuning;kilogram;70000;Ikan Selar Kuning/kilogram
I;Ikan Semah;ekor;70000;Ikan Semah/ekor
I;Ikan Semah;kilogram;70000;Ikan Semah/kilogram
I;Ikan Semah/Sapan/Empurau Hidup;ekor;70000;Ikan Semah/Sapan/Empurau Hidup/ekor
I;Ikan Semar;kilogram;70000;Ikan Semar/kilogram
I;Ikan Senangin;kilogram;70000;Ikan Senangin/kilogram
I;Ikan Sepatung;ekor;70000;Ikan Sepatung/ekor
I;Ikan Sili;ekor;70000;Ikan Sili/ekor
I;Ikan Sole;kilogram;70000;Ikan Sole/kilogram
I;Ikan Solver Dolar;ekor;70000;Ikan Solver Dolar/ekor
I;Ikan Solver Dolar;kilogram;70000;Ikan Solver Dolar/kilogram
I;Ikan Sukang;ekor;70000;Ikan Sukang/ekor
I;Ikan Sukang;kilogram;70000;Ikan Sukang/kilogram
I;Ikan Swanggi;ekor;70000;Ikan Swanggi/ekor
I;Ikan Swanggi;kilogram;70000;Ikan Swanggi/kilogram
I;Ikan Talang-talang;kilogram;70000;Ikan Talang-talang/kilogram
I;Ikan Tambak Kuncir;kilogram;70000;Ikan Tambak Kuncir/kilogram
I;Ikan Tang;ekor;70000;Ikan Tang/ekor
I;Ikan Tapah;ekor;70000;Ikan Tapah/ekor
I;Ikan Tapah;kilogram;70000;Ikan Tapah/kilogram
I;Ikan Tenggiri;ekor;70000;Ikan Tenggiri/ekor
I;Ikan Tenggiri;kilogram;70000;Ikan Tenggiri/kilogram
I;Ikan Terbang/Torani;kilogram;70000;Ikan Terbang/Torani/kilogram
I;Ikan Teri;gram;70000;Ikan Teri/gram
I;Ikan Teri;kilogram;70000;Ikan Teri/kilogram
I;Ikan Todak;ekor;70000;Ikan Todak/ekor
I;Ikan Todak;kilogram;70000;Ikan Todak/kilogram
I;Ikan Tongkol;kilogram;70000;Ikan Tongkol/kilogram
I;Ikan Tuna;ekor;70000;Ikan Tuna/ekor
I;Ikan Tuna;gram;70000;Ikan Tuna/gram
I;Ikan Tuna;kilogram;70000;Ikan Tuna/kilogram
I;Ikan Wrasse;ekor;70000;Ikan Wrasse/ekor
I;Ikan wrasse tutul;ekor;70000;Ikan wrasse tutul/ekor
I;Ikan Zebra;ekor;70000;Ikan Zebra/ekor
I;Ikan Zebra Hongkong;ekor;70000;Ikan Zebra Hongkong/ekor
I;Induk Kepiting;ekor;70000;Induk Kepiting/ekor
I;Induk Kepiting;kilogram;70000;Induk Kepiting/kilogram
I;Induk Lobster;ekor;70000;Induk Lobster/ekor
I;Induk Lobster;kilogram;70000;Induk Lobster/kilogram
I;Induk Lobster Karang;ekor;70000;Induk Lobster Karang/ekor
I;Induk Lobster Karang;kilogram;70000;Induk Lobster Karang/kilogram
I;Induk Lobster Tawar;ekor;70000;Induk Lobster Tawar/ekor
I;Induk Lobster Tawar;kilogram;70000;Induk Lobster Tawar/kilogram
I;Induk Udang Vaname;ekor;70000;Induk Udang Vaname/ekor
I;Induk Udang Vaname;kilogram;70000;Induk Udang Vaname/kilogram
I;Induk Udang Windu;kilogram;70000;Induk Udang Windu/kilogram
I;Jabing;ekor;70000;Jabing/ekor
I;Jelawat;ekor;70000;Jelawat/ekor
I;Jelawat;kilogram;70000;Jelawat/kilogram
I;Julung-julung;ekor;70000;Julung-julung/ekor
I;Julung-julung;gram;70000;Julung-julung/gram
I;Julung-julung;kilogram;70000;Julung-julung/kilogram
I;Kapak;ekor;70000;Kapak/ekor
I;Kapiat;ekor;70000;Kapiat/ekor
I;Kardinal;ekor;70000;Kardinal/ekor
I;Karper;ekor;70000;Karper/ekor
I;Katak;ekor;70000;Katak/ekor
I;Kecap Ikan;kilogram;70000;Kecap Ikan/kilogram
I;Kekerangan;ekor;70000;Kekerangan/ekor
I;Kekerangan;kilogram;70000;Kekerangan/kilogram
I;Kelampai;ekor;70000;Kelampai/ekor
I;Kelomang;ekor;70000;Kelomang/ekor
I;Kelomang;kilogram;70000;Kelomang/kilogram
I;Keong;ekor;70000;Keong/ekor
I;Keong Macan;ekor;70000;Keong Macan/ekor
I;Keong Macan;kilogram;70000;Keong Macan/kilogram
I;Keong Neptune;kilogram;70000;Keong Neptune/kilogram
I;Keong Sawah;ekor;70000;Keong Sawah/ekor
I;Keong Sawah;kilogram;70000;Keong Sawah/kilogram
I;Kepala Kumpele Tebang;kilogram;70000;Kepala Kumpele Tebang/kilogram
I;Kepe - kepe;ekor;70000;Kepe - kepe/ekor
I;Kepiting;ekor;70000;Kepiting/ekor
I;Kepiting;kilogram;70000;Kepiting/kilogram
I;Kepiting Alaska;kilogram;70000;Kepiting Alaska/kilogram
I;Kepiting Bakau;ekor;70000;Kepiting Bakau/ekor
I;Kepiting Bakau;kilogram;70000;Kepiting Bakau/kilogram
I;Kepiting Hias;ekor;70000;Kepiting Hias/ekor
I;Kepiting Hias;kilogram;70000;Kepiting Hias/kilogram
I;Kepiting Kenari;ekor;70000;Kepiting Kenari/ekor
I;Kerajinan Mutiara;kilogram;70000;Kerajinan Mutiara/kilogram
I;Kerang;ekor;70000;Kerang/ekor
I;Kerang;kilogram;70000;Kerang/kilogram
I;Kerang Abalon;ekor;70000;Kerang Abalon/ekor
I;Kerang Abalon;kilogram;70000;Kerang Abalon/kilogram
I;Kerang Air Tawar;ekor;70000;Kerang Air Tawar/ekor
I;Kerang Air Tawar;kilogram;70000;Kerang Air Tawar/kilogram
I;Kerang Batik;ekor;70000;Kerang Batik/ekor
I;Kerang Batik;kilogram;70000;Kerang Batik/kilogram
I;Kerang Dara;ekor;70000;Kerang Dara/ekor
I;Kerang Dara;kilogram;70000;Kerang Dara/kilogram
I;Kerang Darah;ekor;70000;Kerang Darah/ekor
I;Kerang Darah;kilogram;70000;Kerang Darah/kilogram
I;Kerang Kapah;ekor;70000;Kerang Kapah/ekor
I;Kerang Kapah;kilogram;70000;Kerang Kapah/kilogram
I;Kerang Keranjang/ Kerang Nuttal;ekor;70000;Kerang Keranjang/ Kerang Nuttal/ekor
I;Kerang Keranjang/ Kerang Nuttal;kilogram;70000;Kerang Keranjang/ Kerang Nuttal/kilogram
I;Kerang Mutiara;gram;70000;Kerang Mutiara/gram
I;Kerang Mutiara;kilogram;70000;Kerang Mutiara/kilogram
I;Kerang Nuttal;ekor;70000;Kerang Nuttal/ekor
I;Kerang Nuttal;kilogram;70000;Kerang Nuttal/kilogram
I;Kerang Scallops;kilogram;70000;Kerang Scallops/kilogram
I;Kerupuk Udang;kilogram;70000;Kerupuk Udang/kilogram
I;Ketang - ketang;ekor;70000;Ketang - ketang/ekor
I;Ketang - ketang;kilogram;70000;Ketang - ketang/kilogram
I;Kisu Fish;ekor;70000;Kisu Fish/ekor
I;Kisu Fish;kilogram;70000;Kisu Fish/kilogram
I;Knife fish Eel;ekor;70000;Knife fish Eel/ekor
I;Kod;kilogram;70000;Kod/kilogram
I;Kodok;ekor;70000;Kodok/ekor
I;Koi;ekor;70000;Koi/ekor
I;Komet;ekor;70000;Komet/ekor
I;Krill Shrimp;kilogram;70000;Krill Shrimp/kilogram
I;Kuda Laut;ekor;70000;Kuda Laut/ekor
I;Kudu kudu;ekor;70000;Kudu kudu/ekor
I;Kudu kudu;kilogram;70000;Kudu kudu/kilogram
I;Kudu-kudu;ekor;70000;Kudu-kudu/ekor
I;Kuhli Loach;ekor;70000;Kuhli Loach/ekor
I;Kulit Buaya;kilogram;70000;Kulit Buaya/kilogram
I;Kulit Buaya;lembar;70000;Kulit Buaya/lembar
I;Kulit Ikan;kilogram;70000;Kulit Ikan/kilogram
I;Kulit Ikan;lembar;70000;Kulit Ikan/lembar
I;Kulit Ikan Hiu;ekor;70000;Kulit Ikan Hiu/ekor
I;Kulit Ikan Hiu;kilogram;70000;Kulit Ikan Hiu/kilogram
I;Kulit Ikan Pari;kilogram;70000;Kulit Ikan Pari/kilogram
I;Kulit Udang;gram;70000;Kulit Udang/gram
I;Kulit Udang;kilogram;70000;Kulit Udang/kilogram
I;Kura kura;ekor;70000;Kura kura/ekor
I;Kuwe;ekor;70000;Kuwe/ekor
I;Kuwe;kilogram;70000;Kuwe/kilogram
I;Lais;ekor;70000;Lais/ekor
I;Lais;kilogram;70000;Lais/kilogram
I;Layang;ekor;70000;Layang/ekor
I;Lele;ekor;70000;Lele/ekor
I;Lele;kilogram;70000;Lele/kilogram
I;Lele Albino;ekor;70000;Lele Albino/ekor
I;Lele Hias;ekor;70000;Lele Hias/ekor
I;Lepu;ekor;70000;Lepu/ekor
I;Lepu;kilogram;70000;Lepu/kilogram
I;Letter Six;ekor;70000;Letter Six/ekor
I;Lintah;ekor;70000;Lintah/ekor
I;Live Lobster;ekor;70000;Live Lobster/ekor
I;Live Lobster;kilogram;70000;Live Lobster/kilogram
I;LIVE MUD CRAB;ekor;70000;LIVE MUD CRAB/ekor
I;LIVE MUD CRAB;kilogram;70000;LIVE MUD CRAB/kilogram
I;Lizard Fish;ekor;70000;Lizard Fish/ekor
I;Lizard Fish;kilogram;70000;Lizard Fish/kilogram
I;Lobster;ekor;70000;Lobster/ekor
I;Lobster;kilogram;70000;Lobster/kilogram
I;Lobster Air Laut -- Hidup;ekor;70000;Lobster Air Laut -- Hidup/ekor
I;Lobster Air Laut -- Hidup;kilogram;70000;Lobster Air Laut -- Hidup/kilogram
